Name;chrom;start;end;position;peakheight;nc;occ;fuzziness
N1:68043;chr01;67970;68116;"-1:YAL040C; ";3,05;4;96,33;15,055
N1:68192;chr01;68119;68265;;2,99;6;83,5;31,703
N1:68345;chr01;68272;68418;;1,00;2;95;41,719
N1:68519;chr01;68446;68592;"-1:SUT003; ";2,02;3;50;26,889
N1:68716;chr01;68643;68789;"+6*:YAL039C; +1:SUT003; ";3,15;5;99;20,603
N1:68887;chr01;68814;68960;"+5:YAL039C; +2:SUT003; ";2,19;4;100;27,957
N1:69063;chr01;68990;69136;"+4:YAL039C; +3:SUT003; ";2,98;4;94,5;36,225
N1:69215;chr01;69142;69288;"+3:YAL039C; +4:SUT003; ";2,88;4;44,5;23,472
N1:69380;chr01;69307;69453;"+2:YAL039C; +5:SUT003; ";4,24;5;79;11,628
N1:69538;chr01;69465;69611;"+1:YAL039C; +6*:SUT003; ";4,65;5;100;7,416
N1:69698;chr01;69625;69771;"0:YAL039C; ";1,99;3;54;41,617
N1:69938;chr01;69865;70011;;3,23;5;94,5;24,15
N1:70126;chr01;70053;70199;;2,36;4;78;27,604
N1:70294;chr01;70221;70367;;4,04;6;100;19,849
N1:70506;chr01;70433;70579;;3,04;5;65;21,686
N1:70664;chr01;70591;70737;;2,84;3;50,5;7,024
N1:70951;chr01;70878;71024;;2,26;3;80,5;32,853
N1:71244;chr01;71171;71317;;1,01;3;100;55,003
N1:71410;chr01;71337;71483;;1,97;3;50,5;21,932
N1:71645;chr01;71572;71718;"0:YAL038W; ";1,01;2;0;37,477
N1:71817;chr01;71744;71890;"+1:YAL038W; ";4,07;6;86;29,604
N1:72019;chr01;71946;72092;"+2:YAL038W; ";2,02;4;64;30,966
N1:72190;chr01;72117;72263;"+3:YAL038W; ";2,00;2;100;0,707
N1:72464;chr01;72391;72537;"+5:YAL038W; ";3,03;5;74,33;23,618
N1:72736;chr01;72663;72809;"+7:YAL038W; ";3,19;5;31;24,048
N1:72930;chr01;72857;73003;"+8:YAL038W; ";2,59;5;58,67;37,212
N1:73094;chr01;73021;73167;"+9:YAL038W; ";2,81;3;78;7,506
N1:73248;chr01;73175;73321;"+3*:YAL037C-A; +10*:YAL038W; ";3,78;5;90,33;29,407
N1:73527;chr01;73454;73600;"+1:YAL037C-A; ";4,24;6;97,25;24,523
N1:73683;chr01;73610;73756;"0:YAL037C-A; -1:YAL037W; +2*:Unit002; ";2,89;5;90;22,165
N1:73878;chr01;73805;73951;"-1:YAL037C-A; 0:YAL037W; 0:Unit002; ";4,10;5;78;12,462
N1:74049;chr01;73976;74122;"+2:YAL037W; -1:Unit002; ";5,51;6;89,5;7,967
N1:74220;chr01;74147;74293;"+3:YAL037W; ";5,90;6;100;3,391
N1:74401;chr01;74328;74474;"+4*:YAL037W; ";4,69;6;100;13,512
N1:74590;chr01;74517;74663;;4,89;6;100;13,545
N1:74760;chr01;74687;74833;;5,07;6;99,5;11,197
N1:74926;chr01;74853;74999;"+8*:YAL036C; ";1,93;4;50,5;28,779
N1:75097;chr01;75024;75170;"+7:YAL036C; ";5,11;6;94,5;10,71
N1:75322;chr01;75249;75395;"+6:YAL036C; ";2,95;6;90,25;39,439
N1:75504;chr01;75431;75577;"+5:YAL036C; ";3,87;5;97,67;17,349
N1:75662;chr01;75589;75735;"+4:YAL036C; ";2,69;4;100;22,015
N1:75830;chr01;75757;75903;"+3:YAL036C; ";5,21;6;100;10,128
N1:75990;chr01;75917;76063;"+2:YAL036C; ";4,88;5;100;4,207
N1:76155;chr01;76082;76228;"-1:YAL035W; +1:YAL036C; ";3,98;5;100;13,565
N1:76455;chr01;76382;76528;"+1:YAL035W; -1:YAL036C; ";3,44;4;100;11,087
N1:76605;chr01;76532;76678;"+2:YAL035W; ";5,87;6;91,75;3,869
N1:76764;chr01;76691;76837;"+3:YAL035W; ";3,37;5;82;21,51
N1:76924;chr01;76851;76997;"+4:YAL035W; ";2,48;4;77,5;25,593
N1:77078;chr01;77005;77151;"+5:YAL035W; ";4,58;5;79,33;8,106
N1:77255;chr01;77182;77328;"+6:YAL035W; ";2,33;4;100;20,532
N1:77402;chr01;77329;77475;"+7*:YAL035W; ";2,32;5;73,33;25,807
N1:77580;chr01;77507;77653;;2,78;5;59,67;25,714
N1:77885;chr01;77812;77958;;2,96;6;86,25;28,324
N1:78110;chr01;78037;78183;;2,98;5;75,67;33,396
N1:78370;chr01;78297;78443;;4,00;6;78;29,976
N1:78546;chr01;78473;78619;;2,65;4;57,5;20,823
N1:78714;chr01;78641;78787;;1,32;4;100;39,669
N1:78863;chr01;78790;78936;;2,36;5;90,25;32,79
N1:79100;chr01;79027;79173;;3,41;6;100;26,734
N1:79263;chr01;79190;79336;;3,58;6;96,75;25,511
N1:79451;chr01;79378;79524;"-1:YAL034W-A; ";3,35;6;74;21,068
N1:79733;chr01;79660;79806;"+1:YAL034W-A; ";5,96;6;100;2,137
N1:79895;chr01;79822;79968;"+2:YAL034W-A; ";5,85;6;100;4,29
N1:80069;chr01;79996;80142;"+3:YAL034W-A; ";5,01;6;90,25;11,86
N1:80227;chr01;80154;80300;"+4:YAL034W-A; ";2,99;3;96;2
N1:80387;chr01;80314;80460;"+5:YAL034W-A; ";3,84;5;100;15,437
N1:80539;chr01;80466;80612;"+9*:YAL034C; +6*:YAL034W-A; ";5,51;6;99,5;7,941
N1:80770;chr01;80697;80843;"+8:YAL034C; ";4,64;6;89,25;14,428
N1:80954;chr01;80881;81027;"+7:YAL034C; ";4,44;6;94,5;14,895
N1:81178;chr01;81105;81251;"+6:YAL034C; ";3,14;5;100;19,629
N1:81365;chr01;81292;81438;"+5:YAL034C; ";4,85;6;94,75;13,644
N1:81519;chr01;81446;81592;"+4:YAL034C; ";2,91;4;75,5;27,343
N1:81675;chr01;81602;81748;"+3:YAL034C; ";2,00;4;100;37,268
N1:81846;chr01;81773;81919;"+2:YAL034C; ";2,33;4;67;21,731
N1:81998;chr01;81925;82071;"+1:YAL034C; ";3,94;5;100;15,678
N1:82224;chr01;82151;82297;"-1:YAL034C; ";3,36;4;100;12,124
N1:82531;chr01;82458;82604;"-1:YAL033W; ";3,90;6;99,75;18,606
N1:82760;chr01;82687;82833;"+1:YAL033W; ";4,72;6;86,5;14,247
N1:82921;chr01;82848;82994;"+2:YAL033W; ";4,94;5;78;3,033
N1:83079;chr01;83006;83152;"+3:YAL033W; ";5,00;6;100;12,254
N1:83237;chr01;83164;83310;"+4*:YAL033W; ";2,18;4;27;28,826
N1:83396;chr01;83323;83469;"+7*:YAL032C; ";3,46;5;100;22,494
N1:83610;chr01;83537;83683;"+6:YAL032C; ";4,38;5;95;10,04
N1:83781;chr01;83708;83854;"+5:YAL032C; ";3,73;5;83,33;16,239
N1:83953;chr01;83880;84026;"+4:YAL032C; ";5,65;6;100;6,494
N1:84109;chr01;84036;84182;"+3:YAL032C; ";2,88;3;100;6,028
N1:84277;chr01;84204;84350;"+2:YAL032C; ";5,30;6;100;10,834
N1:84457;chr01;84384;84530;"+1:YAL032C; ";5,15;6;100;12,517
N1:84702;chr01;84629;84775;"+15*:YAL031C; -1:YAL032C; ";2,50;3;67;13
N1:84872;chr01;84799;84945;"+14:YAL031C; ";4,57;6;83,5;18,53
N1:85048;chr01;84975;85121;"+13:YAL031C; ";5,74;6;100;5,636
N1:85216;chr01;85143;85289;"+12:YAL031C; ";4,76;6;83,5;15,255
N1:85410;chr01;85337;85483;"+11:YAL031C; ";3,64;6;87,5;41,759
N1:85591;chr01;85518;85664;"+10:YAL031C; ";4,65;5;82,33;7,328
N1:85887;chr01;85814;85960;"+8:YAL031C; ";3,15;6;86,5;23,149
N1:86064;chr01;85991;86137;"+7:YAL031C; ";2,72;3;100;9,292
N1:86217;chr01;86144;86290;"+6:YAL031C; ";5,59;6;94,5;7,183
N1:86375;chr01;86302;86448;"+5:YAL031C; ";5,57;6;89,25;7,23
N1:86527;chr01;86454;86600;"+4:YAL031C; ";5,14;6;85,5;10,704
N1:86695;chr01;86622;86768;"+3:YAL031C; ";5,83;6;100;4,506
N1:86859;chr01;86786;86932;"+2:YAL031C; ";4,87;6;100;12,802
N1:87031;chr01;86958;87104;"+1:YAL031C; -1:YAL030W; ";5,45;6;96;8,595
N1:87312;chr01;87239;87385;"-1:YAL031C; +1*:YAL030W; ";5,72;6;100;5,955
N1:87472;chr01;87399;87545;;3,51;4;50;10,436
N1:87641;chr01;87568;87714;;5,31;6;100;9,368
N1:87861;chr01;87788;87934;"+29*:YAL029C; ";1,04;4;93;59,556
N1:88012;chr01;87939;88085;"+28:YAL029C; ";3,04;6;100;34,525
N1:88246;chr01;88173;88319;"+27:YAL029C; ";2,98;5;93;40,998
N1:88520;chr01;88447;88593;"+25:YAL029C; ";5,31;6;75,25;10,053
N1:88686;chr01;88613;88759;"+24:YAL029C; ";3,62;5;100;17,768
N1:88849;chr01;88776;88922;"+23:YAL029C; ";2,15;3;67;19,502
N1:89028;chr01;88955;89101;"+22:YAL029C; ";3,35;6;91,25;31,911
N1:89179;chr01;89106;89252;"+21:YAL029C; ";1,01;3;76;57,558
N1:89336;chr01;89263;89409;"+20:YAL029C; ";2,96;4;56;16,721
N1:89511;chr01;89438;89584;"+19:YAL029C; ";2,42;5;89;34,953
N1:89671;chr01;89598;89744;"+18:YAL029C; ";1,95;2;-1;5,657
N1:89840;chr01;89767;89913;"+17:YAL029C; ";2,59;4;100;25,395
N1:90020;chr01;89947;90093;"+16:YAL029C; ";2,87;6;84,75;27,609
N1:90210;chr01;90137;90283;"+15:YAL029C; ";3,41;6;79,75;22,781
N1:90386;chr01;90313;90459;"+14:YAL029C; ";3,07;5;89;30,859
N1:90601;chr01;90528;90674;"+13:YAL029C; ";2,25;4;83,5;35,024
N1:90867;chr01;90794;90940;"+11:YAL029C; ";3,50;4;100;10,844
N1:91042;chr01;90969;91115;"+10:YAL029C; ";2,69;4;77;21,515
N1:91327;chr01;91254;91400;"+8:YAL029C; ";4,05;6;84,75;29,203
N1:91496;chr01;91423;91569;"+7:YAL029C; ";3,53;4;61;10,408
N1:91656;chr01;91583;91729;"+6:YAL029C; ";3,72;5;77;22,709
N1:91808;chr01;91735;91881;"+5:YAL029C; ";4,47;5;100;9,397
N1:91964;chr01;91891;92037;"+4:YAL029C; ";4,31;5;77,67;11,367
N1:92120;chr01;92047;92193;"+3:YAL029C; ";2,87;3;100;6,245
N1:92271;chr01;92198;92344;"+2:YAL029C; ";3,81;5;83,67;23,114
N1:92452;chr01;92379;92525;"+1:YAL029C; ";4,39;6;71;16,606
N1:92727;chr01;92654;92800;"-1:YAL029C; 0:YAL028W; ";2,18;3;67;17,502
N1:92899;chr01;92826;92972;"+1:YAL028W; ";5,63;6;100;7,007
N1:93071;chr01;92998;93144;"+2:YAL028W; ";5,63;6;90,75;6,735
N1:93242;chr01;93169;93315;"+3:YAL028W; ";4,35;5;100;10,644
N1:93406;chr01;93333;93479;"+4:YAL028W; ";4,50;5;90;8,961
N1:93593;chr01;93520;93666;"+5:YAL028W; ";2,47;4;86;24,739
N1:93745;chr01;93672;93818;"+6:YAL028W; ";2,96;4;94,5;20,207
N1:93906;chr01;93833;93979;"+7:YAL028W; 0:anti003; ";1,87;6;100;42,571
N1:94153;chr01;94080;94226;"+8:YAL028W; -1:anti003; ";2,91;6;94,75;33,108
N1:94440;chr01;94367;94513;"-1:YAL027W; +10:YAL028W; ";3,84;5;69;26,31
N1:94661;chr01;94588;94734;"+1:YAL027W; +11*:YAL028W; ";5,00;6;86;14,4
N1:94823;chr01;94750;94896;"+2:YAL027W; ";2,88;4;67;33,866
N1:95008;chr01;94935;95081;"+3:YAL027W; ";3,18;5;100;21,559
N1:95183;chr01;95110;95256;"+4:YAL027W; ";3,70;5;100;24,276
N1:95489;chr01;95416;95562;"+6*:YAL027W; ";3,34;5;85,75;26,621
N1:95722;chr01;95649;95795;"+25:YAL026C; ";5,51;6;89;8,27
N1:95900;chr01;95827;95973;"+24:YAL026C; ";3,99;5;100;17,584
N1:96088;chr01;96015;96161;"+23:YAL026C; ";4,00;5;99;13,046
N1:96278;chr01;96205;96351;"+22:YAL026C; ";4,31;6;97,75;17,198
N1:96554;chr01;96481;96627;"+20:YAL026C; ";3,86;5;100;14,731
N1:96845;chr01;96772;96918;"+18:YAL026C; ";3,16;5;100;21,3
N1:96998;chr01;96925;97071;"+17:YAL026C; ";3,03;6;100;32,536
N1:97202;chr01;97129;97275;"+16:YAL026C; ";2,76;5;87;30,725
N1:97378;chr01;97305;97451;"+15:YAL026C; ";2,84;5;70,67;36,794
N1:97531;chr01;97458;97604;"+14:YAL026C; ";1,96;5;90,25;48,107
N1:97687;chr01;97614;97760;"+13:YAL026C; ";3,98;5;78;31,005
N1:98096;chr01;98023;98169;"+11:YAL026C; ";4,95;6;76,5;12,437
N1:98427;chr01;98354;98500;"+9:YAL026C; ";2,73;6;99,25;31,833
N1:98763;chr01;98690;98836;"+7:YAL026C; ";3,66;5;76;23,902
N1:98939;chr01;98866;99012;"+6:YAL026C; ";3,92;4;100;3,916
N1:99217;chr01;99144;99290;"+4:YAL026C; ";4,59;5;67;8,093
N1:99404;chr01;99331;99477;"+3:YAL026C; ";5,41;6;100;8,618
N1:99566;chr01;99493;99639;"+2:YAL026C; ";5,20;6;94,5;10,173
N1:99738;chr01;99665;99811;"+1:YAL026C; ";4,44;5;100;9,711
N1:99996;chr01;99923;100069;"-1:YAL026C; +8*:YAL025C; ";2,49;3;79;13,115
N1:100159;chr01;100086;100232;"+7:YAL025C; ";3,29;6;95,25;25,257
N1:100335;chr01;100262;100408;"+6:YAL025C; ";2,47;4;68,5;20,156
N1:100502;chr01;100429;100575;"+5:YAL025C; ";4,88;6;80,25;12,449
N1:100659;chr01;100586;100732;"+4:YAL025C; ";4,06;5;73,67;12,661
N1:100813;chr01;100740;100886;"+3:YAL025C; ";5,43;6;100;8,781
N1:100972;chr01;100899;101045;"+2:YAL025C; ";5,84;6;100;4,401
N1:101137;chr01;101064;101210;"+1:YAL025C; ";5,66;6;100;6,356
N1:101285;chr01;101212;101358;"0:YAL025C; ";1,00;2;100;43,134
N1:101434;chr01;101361;101507;"+28*:YAL024C; -1:YAL025C; ";2,12;3;61;18,771
N1:101608;chr01;101535;101681;"+27:YAL024C; ";5,59;6;94,75;7,232
N1:101784;chr01;101711;101857;"+26:YAL024C; ";4,37;6;100;18,177
N1:101953;chr01;101880;102026;"+25:YAL024C; ";4,65;6;100;14,798
N1:102124;chr01;102051;102197;"+24:YAL024C; ";2,54;5;81,67;28,988
N1:102322;chr01;102249;102395;"+23:YAL024C; ";3,24;4;89;13,832
N1:102480;chr01;102407;102553;"+22:YAL024C; ";1,06;4;100;30,956
N1:102647;chr01;102574;102720;"+21:YAL024C; ";3,56;6;93,5;31,236
N1:102829;chr01;102756;102902;"+20:YAL024C; ";4,27;6;100;19,565
N1:103003;chr01;102930;103076;"+19:YAL024C; ";2,86;4;89;26,725
N1:103162;chr01;103089;103235;"+18:YAL024C; ";2,24;5;100;40,691
N1:103511;chr01;103438;103584;"+16:YAL024C; ";2,43;5;100;29,074
N1:103695;chr01;103622;103768;"+15:YAL024C; ";1,00;2;-1;64,166
N1:103898;chr01;103825;103971;"+14:YAL024C; ";2,17;5;100;38,501
N1:104166;chr01;104093;104239;"+12:YAL024C; ";2,99;6;91,75;41,569
N1:104316;chr01;104243;104389;"+11:YAL024C; ";3,79;4;83,5;6,481
N1:104482;chr01;104409;104555;"+10:YAL024C; ";4,44;6;100;18,63
N1:104632;chr01;104559;104705;"+9:YAL024C; ";3,32;4;91;12,57
N1:104800;chr01;104727;104873;"+8:YAL024C; ";4,44;6;89;28,437
N1:104967;chr01;104894;105040;"+7:YAL024C; ";4,76;6;99;28,358
N1:105116;chr01;105043;105189;"+6:YAL024C; ";4,64;5;100;7,463
N1:105276;chr01;105203;105349;"+5:YAL024C; ";5,45;6;99,5;8,329
N1:105434;chr01;105361;105507;"+4:YAL024C; ";5,37;6;88,25;8,892
N1:105596;chr01;105523;105669;"+3:YAL024C; ";5,55;6;100;7,521
N1:105768;chr01;105695;105841;"+2:YAL024C; ";4,78;6;98;13,292
N1:105928;chr01;105855;106001;"+1:YAL024C; ";5,83;6;100;4,472
N1:106165;chr01;106092;106238;"-1:YAL024C; +16*:YAL023C; ";3,79;5;56,33;15,297
N1:106363;chr01;106290;106436;"+15:YAL023C; ";4,60;5;100;8,019
N1:106542;chr01;106469;106615;"+14:YAL023C; ";4,81;6;91,75;15,211
N1:106723;chr01;106650;106796;"+13:YAL023C; ";4,01;5;100;15,764
N1:106880;chr01;106807;106953;"+12:YAL023C; ";1,03;2;100;32,527
N1:107041;chr01;106968;107114;"+11:YAL023C; ";3,12;6;76,5;32,354
N1:107362;chr01;107289;107435;"+9:YAL023C; ";2,65;3;67;10,599
N1:107528;chr01;107455;107601;"+8:YAL023C; ";4,49;6;78,75;16,789
N1:107829;chr01;107756;107902;"+6:YAL023C; ";3,07;5;79;26,508
N1:108120;chr01;108047;108193;"+4:YAL023C; ";2,55;5;73,33;40,54
N1:108281;chr01;108208;108354;"+3:YAL023C; ";3,60;5;75;30,028
N1:108435;chr01;108362;108508;"+2:YAL023C; ";4,90;5;83;3,912
N1:108602;chr01;108529;108675;"+1:YAL023C; ";5,86;6;100;4,147
N1:108770;chr01;108697;108843;"0:YAL023C; ";1,00;1;-2;0
N1:108943;chr01;108870;109016;"+10*:YAL022C; -1:YAL023C; ";4,48;6;85,25;25,877
N1:109102;chr01;109029;109175;"+9:YAL022C; ";4,62;6;65;16,813
N1:109271;chr01;109198;109344;"+8:YAL022C; ";4,04;5;91;12,795
N1:109443;chr01;109370;109516;"+7:YAL022C; ";4,07;5;66,67;12,661
N1:109605;chr01;109532;109678;"+6:YAL022C; ";5,45;6;83,5;8,472
N1:109768;chr01;109695;109841;"+5:YAL022C; ";4,43;5;100;10,114
N1:110073;chr01;110000;110146;"+3:YAL022C; ";5,30;6;100;9,695
N1:110256;chr01;110183;110329;"+2:YAL022C; ";4,57;5;100;8,167
N1:110405;chr01;110332;110478;"+1:YAL022C; ";5,24;6;91,75;10,033
N1:110669;chr01;110596;110742;"-1:YAL022C; +18*:YAL021C; ";2,39;4;50;24,102
N1:110831;chr01;110758;110904;"+17:YAL021C; ";5,88;6;94,5;3,71
N1:110988;chr01;110915;111061;"+16:YAL021C; ";5,61;6;100;7,005
N1:111156;chr01;111083;111229;"+15:YAL021C; ";3,74;5;59,33;16,27
N1:111463;chr01;111390;111536;"+13:YAL021C; ";4,32;5;100;10,479
N1:111763;chr01;111690;111836;"+11:YAL021C; ";3,63;4;54,5;8,77
N1:111914;chr01;111841;111987;"+10:YAL021C; ";5,01;6;80,25;12,91
N1:112069;chr01;111996;112142;"+9:YAL021C; ";3,83;5;95,5;18,308
N1:112234;chr01;112161;112307;"+8:YAL021C; ";5,28;6;83,5;9,933
N1:112402;chr01;112329;112475;"+7:YAL021C; ";5,74;6;84,75;5,657
N1:112563;chr01;112490;112636;"+6:YAL021C; ";4,87;5;83;4,324
N1:112868;chr01;112795;112941;"+4:YAL021C; ";4,94;5;100;2,881
N1:113026;chr01;112953;113099;"+3:YAL021C; ";5,86;6;89,75;4,131
N1:113192;chr01;113119;113265;"+2:YAL021C; ";5,40;6;84,25;8,824
N1:113359;chr01;113286;113432;"+1:YAL021C; ";2,97;4;100;19,466
N1:113628;chr01;113555;113701;"+7*:YAL020C; -1:YAL021C; ";4,05;5;100;13,069
N1:113789;chr01;113716;113862;"+6:YAL020C; ";3,95;4;73,5;3
N1:113941;chr01;113868;114014;"+5:YAL020C; ";4,71;5;66,67;6,633
N1:114096;chr01;114023;114169;"+4:YAL020C; ";2,49;3;13;13,115
N1:114248;chr01;114175;114321;"+3:YAL020C; ";4,59;5;80;8,019
N1:114411;chr01;114338;114484;"+2:YAL020C; ";4,72;5;72,67;6,686
N1:114582;chr01;114509;114655;"+1:YAL020C; -1:YAL019W; ";5,69;6;100;6,08
N1:114851;chr01;114778;114924;"-1:YAL020C; +1:YAL019W; ";5,48;6;100;8,256
N1:115021;chr01;114948;115094;"+2:YAL019W; ";4,55;5;71,67;8,649
N1:115178;chr01;115105;115251;"+3:YAL019W; ";4,73;5;98,33;6,38
N1:115352;chr01;115279;115425;"+4:YAL019W; ";4,20;6;75;21,951
N1:115526;chr01;115453;115599;"+5:YAL019W; ";4,71;6;83;13,971
N1:115684;chr01;115611;115757;"+6:YAL019W; ";4,53;5;90,75;8,927
N1:115969;chr01;115896;116042;"+8:YAL019W; ";3,11;4;68,5;15,801
N1:116131;chr01;116058;116204;"+9:YAL019W; ";2,90;4;100;19,715
N1:116396;chr01;116323;116469;"+11:YAL019W; ";2,62;5;88,5;42,101
N1:116572;chr01;116499;116645;"+12:YAL019W; ";3,35;5;70,67;21,778
N1:116773;chr01;116700;116846;"+13:YAL019W; ";2,67;6;81,5;34,464
N1:116954;chr01;116881;117027;"+14:YAL019W; ";5,28;6;86,5;10,073
N1:117104;chr01;117031;117177;"+15:YAL019W; ";3,06;5;81,67;24,566
N1:117320;chr01;117247;117393;"+16:YAL019W; ";2,92;5;99;42,417
N1:117584;chr01;117511;117657;"+18:YAL019W; ";3,43;5;92,67;20,717
N1:117741;chr01;117668;117814;"+19:YAL019W; ";4,85;6;100;16,473
N1:118118;chr01;118045;118191;"+21:YAL019W; ";2,24;4;100;39,067
N1:118377;chr01;118304;118450;"+23*:YAL019W; +8*:YAL018C; ";1,62;3;11,5;40,216
N1:118559;chr01;118486;118632;"+7:YAL018C; ";2,96;4;50;16,235
N1:118714;chr01;118641;118787;"+6:YAL018C; ";5,56;6;100;7,312
N1:118901;chr01;118828;118974;"+5:YAL018C; ";4,54;6;100;18,283
N1:119072;chr01;118999;119145;"+4:YAL018C; ";4,61;6;91;18,381
N1:119265;chr01;119192;119338;"+3:YAL018C; ";4,75;6;97;14,519
N1:119441;chr01;119368;119514;"+2:YAL018C; ";5,53;6;100;7,789
N1:119608;chr01;119535;119681;"-1:YAL017W; +1:YAL018C; ";2,83;4;67;19,33
N1:119755;chr01;119682;119828;"0:YAL017W; -1:YAL018C; ";1,18;2;15;24,749
N1:119913;chr01;119840;119986;"+1:YAL017W; ";4,68;5;44,67;7,127
N1:120083;chr01;120010;120156;"+2:YAL017W; ";5,70;6;74,25;5,989
N1:120282;chr01;120209;120355;"+3:YAL017W; ";2,08;3;100;22,234
N1:120560;chr01;120487;120633;"+5:YAL017W; ";2,76;5;100;26,369
N1:120732;chr01;120659;120805;"+6:YAL017W; ";3,85;6;91,75;28,801
N1:120898;chr01;120825;120971;"+7:YAL017W; ";2,50;5;79,33;33,396
N1:121177;chr01;121104;121250;"+9:YAL017W; ";2,77;4;100;25,652
N1:121471;chr01;121398;121544;"+11:YAL017W; ";2,55;4;100;21,833
N1:121654;chr01;121581;121727;"+12:YAL017W; ";4,79;6;90,5;14,905
N1:121831;chr01;121758;121904;"+13:YAL017W; ";4,32;6;94,75;23,935
N1:121994;chr01;121921;122067;"+14:YAL017W; ";3,49;5;100;17,393
N1:122147;chr01;122074;122220;"+15:YAL017W; ";3,62;5;100;31,169
N1:122446;chr01;122373;122519;"+17:YAL017W; ";4,87;5;100;4,438
N1:122599;chr01;122526;122672;"+18:YAL017W; ";3,35;4;50,5;12,258
N1:122796;chr01;122723;122869;"+19:YAL017W; ";3,28;5;87;41,878
N1:122946;chr01;122873;123019;"+20:YAL017W; ";2,72;4;100;27,621
N1:123144;chr01;123071;123217;"+21:YAL017W; ";3,37;6;99,25;33,369
N1:123320;chr01;123247;123393;"+22:YAL017W; ";3,12;5;74,33;24,234
N1:123482;chr01;123409;123555;"+23:YAL017W; ";5,25;6;100;10,342
N1:123707;chr01;123634;123780;"+24:YAL017W; ";1,72;4;82,5;33,619
N1:123857;chr01;123784;123930;"+25*:YAL017W; ";4,35;6;91,75;19,539
N1:124021;chr01;123948;124094;;4,31;6;100;19,281
N1:124207;chr01;124134;124280;;4,57;6;100;17,58
N1:124359;chr01;124286;124432;;2,41;3;100;14,468
N1:124597;chr01;124524;124670;"-1:YAL016W; ";2,80;4;50;32,949
N1:124852;chr01;124779;124925;"+1:YAL016W; ";5,52;6;87;8,091
N1:125002;chr01;124929;125075;"+2:YAL016W; ";3,29;4;62;12,447
N1:125171;chr01;125098;125244;"+3:YAL016W; ";3,64;6;81,25;20,295
N1:125329;chr01;125256;125402;"+4:YAL016W; ";4,63;5;84,33;7,616
N1:125501;chr01;125428;125574;"+5:YAL016W; ";5,45;6;92,25;8,337
N1:125794;chr01;125721;125867;"+7:YAL016W; ";3,37;5;85,33;19,274
N1:125943;chr01;125870;126016;"+8:YAL016W; ";3,98;5;100;13,795
N1:126175;chr01;126102;126248;"+9:YAL016W; ";1,72;5;100;49,003
N1:126344;chr01;126271;126417;"+10:YAL016W; ";3,12;5;83,33;30,712
N1:126528;chr01;126455;126601;"+11:YAL016W; ";3,38;5;100;29,92
N1:126682;chr01;126609;126755;"+12:YAL016W; +10*:YAL015C; ";2,38;5;100;31,053
N1:126845;chr01;126772;126918;"+14*:YAL014C; +13*:YAL016W; +9:YAL015C; ";2,25;3;67;16,523
N1:127005;chr01;126932;127078;"+13:YAL014C; +8:YAL015C; ";4,37;6;100;19,031
N1:127185;chr01;127112;127258;"+12:YAL014C; +7:YAL015C; ";3,50;5;100;16,517
N1:127362;chr01;127289;127435;"+11:YAL014C; +6:YAL015C; ";4,58;6;100;17,348
N1:127531;chr01;127458;127604;"+10:YAL014C; +5:YAL015C; ";5,43;6;100;8,847
N1:127702;chr01;127629;127775;"+9:YAL014C; +4:YAL015C; ";5,15;6;100;11,256
N1:127882;chr01;127809;127955;"+8:YAL014C; +3:YAL015C; ";4,68;5;100;7,155
N1:128040;chr01;127967;128113;"+7:YAL014C; +2:YAL015C; ";3,99;5;100;13,936
N1:128388;chr01;128315;128461;"+5:YAL014C; -1:YAL015C; ";3,84;5;100;23,91
N1:128540;chr01;128467;128613;"+4:YAL014C; ";4,80;5;57,33;5,477
N1:128845;chr01;128772;128918;"+2:YAL014C; ";4,90;6;100;11,978
N1:129014;chr01;128941;129087;"+1:YAL014C; -1:YAL013W; ";5,16;6;100;10,381
N1:129283;chr01;129210;129356;"-1:YAL014C; +1:YAL013W; ";5,93;6;100;2,757
N1:129466;chr01;129393;129539;"+2:YAL013W; ";5,89;6;100;3,545
N1:129633;chr01;129560;129706;"+3:YAL013W; ";4,89;5;93,67;3,912
N1:129790;chr01;129717;129863;"+4:YAL013W; ";3,94;4;100;3,559
N1:129957;chr01;129884;130030;"+5:YAL013W; ";3,81;4;100;6,185
N1:130121;chr01;130048;130194;"+6:YAL013W; ";4,53;5;100;8,573
N1:130284;chr01;130211;130357;"+7:YAL013W; ";4,39;5;72,67;9,783
N1:130464;chr01;130391;130537;"-1:YAL012W; +8*:YAL013W; ";3,77;5;100;16,346
N1:130749;chr01;130676;130822;"+1:YAL012W; ";3,27;4;68;13,292
N1:130933;chr01;130860;131006;"+2:YAL012W; ";2,55;4;87,5;23,445
N1:131112;chr01;131039;131185;"+3:YAL012W; ";3,74;6;75,25;23,389
N1:131274;chr01;131201;131347;"+4:YAL012W; ";4,52;5;100;8,701
N1:131429;chr01;131356;131502;"+5:YAL012W; ";3,78;4;74;6,702
N1:131607;chr01;131534;131680;"+6:YAL012W; ";2,49;5;73,33;27,024
N1:131808;chr01;131735;131881;"+7:YAL012W; ";3,46;5;72,33;20,801
N1:131987;chr01;131914;132060;"+8*:YAL012W; -1:YAL011W; ";5,14;6;100;10,602
N1:132234;chr01;132161;132307;"+1:YAL011W; ";5,43;6;83,5;8,735
N1:132398;chr01;132325;132471;"+2:YAL011W; ";4,30;5;75,33;10,521
N1:132567;chr01;132494;132640;"+3:YAL011W; ";5,45;6;100;8,532
